"game_id","Off_abbrev","Def_abbrev","fga","fgm","xpa","xpm","fga_0_39","fgm_0_39","fga_40_49","fgm_40_49","fga_50","fgm_50","player","Total_DKP","Total_FDP","Total_SDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202110170clt","HOU","IND",1,1,0,0,0,0,0,0,0,0,"Ka'imi Fairbairn",0,0,0,"HOU","IND",3,31,"False","retractable roof (open)","fieldturf ",72,45,0,-10,"IND",43.5,2021-10-17
"202110170clt","IND","HOU",1,1,4,4,0,0,0,0,0,0,"Michael Badgley",4,4,4,"HOU","IND",3,31,"False","retractable roof (open)","fieldturf ",72,45,0,-10,"IND",43.5,2021-10-17
"202110170den","DEN","LVR",1,1,3,3,0,0,0,0,0,0,"Brandon McManus",3,3,3,"LVR","DEN",34,24,"False","outdoors","grass ",76,10,8,-4,"DEN",43.5,2021-10-17
"202110170den","LVR","DEN",3,2,4,4,1,1,1,0,1,1,"Daniel Carlson",12,12,12,"LVR","DEN",34,24,"False","outdoors","grass ",76,10,8,-4,"DEN",43.5,2021-10-17
"202110170det","DET","CIN",1,1,0,0,1,1,0,0,0,0,"Austin Seibert",3,3,3,"CIN","DET",34,11,"False","dome","fieldturf ",72,45,0,-3.5,"CIN",47,2021-10-17
"202110170det","CIN","DET",2,2,4,4,1,1,1,1,0,0,"Evan McPherson",11,11,11,"CIN","DET",34,11,"False","dome","fieldturf ",72,45,0,-3.5,"CIN",47,2021-10-17
"202110170jax","JAX","MIA",3,3,2,2,0,0,1,1,2,2,"Matthew Wright",16,16,16,"MIA","JAX",20,23,"False","outdoors","grass",63,72,11,-3,"MIA",47,2021-10-17
"202110170jax","MIA","JAX",3,2,2,2,2,2,0,0,1,0,"Jason Sanders",8,8,8,"MIA","JAX",20,23,"False","outdoors","grass",63,72,11,-3,"MIA",47,2021-10-17
"202110170nwe","0","0",0,0,3,3,0,0,0,0,0,0,"Nick Folk",3,3,3,"DAL","NWE",35,29,"True","outdoors","fieldturf ",62,46,11,-3.5,"DAL",50.5,2021-10-17
"202110170nwe","DAL","NWE",4,3,2,2,1,1,2,2,1,0,"Greg Zuerlein",13,13,13,"DAL","NWE",35,29,"True","outdoors","fieldturf ",62,46,11,-3.5,"DAL",50.5,2021-10-17
"202110170nyg","NYG","LAR",1,1,0,0,0,0,0,0,0,0,"Graham Gano",0,0,0,"LAR","NYG",38,11,"False","outdoors","fieldturf ",61,56,13,-9,"LAR",48.5,2021-10-17
"202110170nyg","LAR","NYG",1,1,5,5,1,1,0,0,0,0,"Matt Gay",8,8,8,"LAR","NYG",38,11,"False","outdoors","fieldturf ",61,56,13,-9,"LAR",48.5,2021-10-17
"202110170pit","PIT","SEA",3,3,2,2,2,2,0,0,1,1,"Chris Boswell",13,13,13,"SEA","PIT",20,23,"True","outdoors","grass ",49,77,6,-5,"PIT",43,2021-10-17
"202110170pit","SEA","PIT",2,2,2,2,0,0,2,2,0,0,"Jason Myers",10,10,10,"SEA","PIT",20,23,"True","outdoors","grass ",49,77,6,-5,"PIT",43,2021-10-17
"202110170rav","BAL","LAC",2,2,4,4,1,1,0,0,1,1,"Justin Tucker",12,12,12,"LAC","BAL",6,34,"False","outdoors","grass",63,46,15,-2.5,"BAL",51.5,2021-10-17
"202110170rav","0","0",0,0,1,0,0,0,0,0,0,0,"Tristan Vizcaino",0,0,0,"LAC","BAL",6,34,"False","outdoors","grass",63,46,15,-2.5,"BAL",51.5,2021-10-17
"202110170was","WAS","KAN",3,2,1,1,0,0,2,1,1,1,"Dustin Hopkins",10,10,10,"KAN","WAS",31,13,"False","outdoors","grass ",62,39,13,-7,"KAN",54,2021-10-17
"202110170was","KAN","WAS",1,1,4,4,0,0,0,0,1,1,"Harrison Butker",9,9,9,"KAN","WAS",31,13,"False","outdoors","grass ",62,39,13,-7,"KAN",54,2021-10-17
"202110180oti","BUF","TEN",3,3,2,2,0,0,0,0,0,0,"Tyler Bass",2,2,2,"BUF","TEN",31,34,"False","outdoors","grass ",66,40,6,-6,"BUF",53.5,2021-10-18
"202110180oti","TEN","BUF",2,2,4,4,1,1,1,1,0,0,"Randy Bullock",11,11,11,"BUF","TEN",31,34,"False","outdoors","grass ",66,40,6,-6,"BUF",53.5,2021-10-18
"202110210cle","CLE","DEN",2,1,2,2,0,0,1,0,1,1,"Chase McLaughlin",7,7,7,"DEN","CLE",14,17,"False","outdoors","grass ",59,69,27,-1.5,"CLE",41.5,2021-10-21
"202110210cle","0","0",0,0,2,2,0,0,0,0,0,0,"Brandon McManus",2,2,2,"DEN","CLE",14,17,"False","outdoors","grass ",59,69,27,-1.5,"CLE",41.5,2021-10-21
"202110240crd","HOU","ARI",1,1,0,0,0,0,0,0,0,0,"Ka'imi Fairbairn",0,0,0,"HOU","ARI",5,31,"False","retractable roof (closed)","grass ",72,45,0,-18,"ARI",47.5,2021-10-24
"202110240crd","ARI","HOU",1,1,4,4,0,0,0,0,0,0,"Matt Prater",4,4,4,"HOU","ARI",5,31,"False","retractable roof (closed)","grass ",72,45,0,-18,"ARI",47.5,2021-10-24
"202110240gnb","GNB","WAS",2,1,3,3,2,1,0,0,0,0,"Mason Crosby",6,6,6,"WAS","GNB",10,24,"False","outdoors","grass ",49,56,11,-8,"GNB",48,2021-10-24
"202110240gnb","WAS","GNB",2,1,1,1,0,0,2,1,0,0,"Chris Blewitt",5,5,5,"WAS","GNB",10,24,"False","outdoors","grass ",49,56,11,-8,"GNB",48,2021-10-24
"202110240mia","MIA","ATL",1,0,4,4,0,0,1,0,0,0,"Jason Sanders",4,4,4,"ATL","MIA",30,28,"False","outdoors","grass ",85,70,9,-2,"ATL",47.5,2021-10-24
"202110240mia","ATL","MIA",3,3,3,3,3,3,0,0,0,0,"Younghoe Koo",12,12,12,"ATL","MIA",30,28,"False","outdoors","grass ",85,70,9,-2,"ATL",47.5,2021-10-24
"202110240nwe","NWE","NYJ",2,2,7,6,1,1,0,0,1,1,"Nick Folk",14,14,14,"NYJ","NWE",13,54,"False","outdoors","fieldturf ",52,44,0,-7,"NWE",42.5,2021-10-24
"202110240nwe","NYJ","NWE",1,0,1,1,0,0,1,0,0,0,"Matt Ammendola",1,1,1,"NYJ","NWE",13,54,"False","outdoors","fieldturf ",52,44,0,-7,"NWE",42.5,2021-10-24
"202110240nyg","CAR","NYG",1,1,0,0,0,0,1,1,0,0,"Zane Gonzalez",4,4,4,"CAR","NYG",3,25,"False","outdoors","fieldturf ",57,51,0,-3,"CAR",42.5,2021-10-24
"202110240nyg","NYG","CAR",3,3,2,2,0,0,2,2,1,1,"Graham Gano",15,15,15,"CAR","NYG",3,25,"False","outdoors","fieldturf ",57,51,0,-3,"CAR",42.5,2021-10-24
"202110240oti","TEN","KAN",2,2,3,3,1,1,0,0,1,1,"Randy Bullock",11,11,11,"KAN","TEN",3,27,"False","outdoors","grass ",74,48,14,-4,"KAN",57.5,2021-10-24
"202110240oti","KAN","TEN",2,1,0,0,0,0,0,0,0,0,"Harrison Butker",0,0,0,"KAN","TEN",3,27,"False","outdoors","grass ",74,48,14,-4,"KAN",57.5,2021-10-24
"202110240rai","LVR","PHI",2,2,4,3,2,2,0,0,0,0,"Daniel Carlson",9,9,9,"PHI","LVR",22,33,"False","dome","grass",72,45,0,-3,"LVR",48.5,2021-10-24
"202110240rai","0","0",0,0,2,2,0,0,0,0,0,0,"Jake Elliott",2,2,2,"PHI","LVR",22,33,"False","dome","grass",72,45,0,-3,"LVR",48.5,2021-10-24
"202110240ram","DET","LAR",4,4,1,1,0,0,0,0,0,0,"Austin Seibert",1,1,1,"DET","LAR",19,28,"False","dome","matrixturf",72,45,0,-16.5,"LAR",50.5,2021-10-24
"202110240ram","LAR","DET",2,2,2,2,1,1,1,1,0,0,"Matt Gay",9,9,9,"DET","LAR",19,28,"False","dome","matrixturf",72,45,0,-16.5,"LAR",50.5,2021-10-24
"202110240rav","CIN","BAL",2,2,5,5,0,0,0,0,0,0,"Evan McPherson",5,5,5,"CIN","BAL",41,17,"False","outdoors","grass",61,60,6,-6.5,"BAL",45.5,2021-10-24
"202110240rav","BAL","CIN",1,1,2,2,0,0,1,1,0,0,"Justin Tucker",6,6,6,"CIN","BAL",41,17,"False","outdoors","grass",61,60,6,-6.5,"BAL",45.5,2021-10-24
"202110240sfo","SFO","IND",2,2,1,0,0,0,0,0,0,0,"Joey Slye",0,0,0,"IND","SFO",30,18,"False","outdoors","grass",64,84,16,-4,"SFO",42.5,2021-10-24
"202110240sfo","IND","SFO",1,1,3,3,0,0,1,1,0,0,"Michael Badgley",7,7,7,"IND","SFO",30,18,"False","outdoors","grass",64,84,16,-4,"SFO",42.5,2021-10-24
"202110240tam","CHI","TAM",1,1,0,0,1,1,0,0,0,0,"Cairo Santos",3,3,3,"CHI","TAM",3,38,"False","outdoors","grass ",83,65,7,-11.5,"TAM",47,2021-10-24
"202110240tam","TAM","CHI",2,1,5,5,1,1,1,0,0,0,"Ryan Succop",8,8,8,"CHI","TAM",3,38,"False","outdoors","grass ",83,65,7,-11.5,"TAM",47,2021-10-24
"202110250sea","SEA","NOR",3,1,1,1,0,0,1,0,2,1,"Jason Myers",6,6,6,"NOR","SEA",13,10,"False","outdoors","fieldturf ",54,77,16,-4.5,"NOR",42.5,2021-10-25
"202110250sea","NOR","SEA",2,2,1,1,2,2,0,0,0,0,"Brian Johnson",7,7,7,"NOR","SEA",13,10,"False","outdoors","fieldturf ",54,77,16,-4.5,"NOR",42.5,2021-10-25
"202110280crd","GNB","ARI",1,1,3,3,0,0,0,0,0,0,"Mason Crosby",3,3,3,"GNB","ARI",24,21,"False","retractable roof (open)","grass ",72,45,0,-6.5,"ARI",50.5,2021-10-28
"202110280crd","0","0",0,0,3,3,0,0,0,0,0,0,"Matt Prater",3,3,3,"GNB","ARI",24,21,"False","retractable roof (open)","grass ",72,45,0,-6.5,"ARI",50.5,2021-10-28
"202110310atl","ATL","CAR",3,2,1,1,0,0,2,1,1,1,"Younghoe Koo",10,10,10,"CAR","ATL",19,13,"False","retractable roof (open)","fieldturf",72,45,0,-3,"ATL",47,2021-10-31
"202110310atl","CAR","ATL",4,4,1,1,2,2,0,0,2,2,"Zane Gonzalez",17,17,17,"CAR","ATL",19,13,"False","retractable roof (open)","fieldturf",72,45,0,-3,"ATL",47,2021-10-31
"202110310buf","BUF","MIA",2,2,2,2,1,1,0,0,1,1,"Tyler Bass",10,10,10,"MIA","BUF",11,26,"False","outdoors","a_turf",54,82,9,-14,"BUF",49,2021-10-31
"202110310buf","MIA","BUF",2,1,0,0,1,0,0,0,1,1,"Jason Sanders",5,5,5,"MIA","BUF",11,26,"False","outdoors","a_turf",54,82,9,-14,"BUF",49,2021-10-31
"202110310chi","CHI","SFO",3,3,2,1,2,2,1,1,0,0,"Cairo Santos",11,11,11,"SFO","CHI",33,22,"False","outdoors","grass ",53,63,12,-4,"SFO",39.5,2021-10-31
"202110310chi","SFO","CHI",5,4,2,1,2,2,2,1,1,1,"Joey Slye",16,16,16,"SFO","CHI",33,22,"False","outdoors","grass ",53,63,12,-4,"SFO",39.5,2021-10-31
"202110310cle","PIT","CLE",1,1,0,0,1,1,0,0,0,0,"Chris Boswell",3,3,3,"PIT","CLE",15,10,"False","outdoors","grass ",57,67,13,-4.5,"CLE",43,2021-10-31
"202110310cle","CLE","PIT",1,1,1,1,1,1,0,0,0,0,"Chase McLaughlin",4,4,4,"PIT","CLE",15,10,"False","outdoors","grass ",57,67,13,-4.5,"CLE",43,2021-10-31
"202110310clt","TEN","IND",2,2,4,4,0,0,0,0,0,0,"Randy Bullock",4,4,4,"TEN","IND",34,31,"True","retractable roof (open)","fieldturf ",72,45,0,-3,"IND",51,2021-10-31
"202110310clt","IND","TEN",1,1,4,4,0,0,0,0,0,0,"Michael Badgley",4,4,4,"TEN","IND",34,31,"True","retractable roof (open)","fieldturf ",72,45,0,-3,"IND",51,2021-10-31
"202110310den","WAS","DEN",3,1,1,1,0,0,2,0,1,1,"Chris Blewitt",6,6,6,"WAS","DEN",10,17,"False","outdoors","grass ",41,70,4,-3.5,"DEN",45,2021-10-31
"202110310den","DEN","WAS",2,1,2,2,0,0,1,1,1,0,"Brandon McManus",6,6,6,"WAS","DEN",10,17,"False","outdoors","grass ",41,70,4,-3.5,"DEN",45,2021-10-31
"202110310det","DET","PHI",1,0,0,0,0,0,1,0,0,0,"Austin Seibert",0,0,0,"PHI","DET",44,6,"False","dome","fieldturf ",72,45,0,-3.5,"PHI",48,2021-10-31
"202110310det","0","0",0,3,5,5,1,1,2,2,0,0,"Jake Elliott",16,16,16,"PHI","DET",44,6,"False","dome","fieldturf ",72,45,0,-3.5,"PHI",48,2021-10-31
"202110310htx","LAR","HOU",1,1,5,5,0,0,0,0,0,0,"Matt Gay",5,5,5,"LAR","HOU",38,22,"False","retractable roof (closed)","astroturf",72,45,0,-16,"LAR",46.5,2021-10-31
"202110310htx","HOU","LAR",1,0,2,2,0,0,0,0,0,0,"Ka'imi Fairbairn",2,2,2,"LAR","HOU",38,22,"False","retractable roof (closed)","astroturf",72,45,0,-16,"LAR",46.5,2021-10-31
"202110310min","MIN","DAL",3,3,1,1,1,1,2,2,0,0,"Greg Joseph",12,12,12,"DAL","MIN",20,16,"False","dome","sportturf",72,45,0,-3,"MIN",51.5,2021-10-31
"202110310min","DAL","MIN",3,2,2,2,2,2,1,0,0,0,"Greg Zuerlein",8,8,8,"DAL","MIN",20,16,"False","dome","sportturf",72,45,0,-3,"MIN",51.5,2021-10-31
"202110310nor","NOR","TAM",3,3,4,3,3,3,0,0,0,0,"Brian Johnson",12,12,12,"TAM","NOR",27,36,"False","dome","sportturf",72,45,0,-4.5,"TAM",49,2021-10-31
"202110310nor","0","0",0,0,3,3,0,0,0,0,0,0,"Ryan Succop",3,3,3,"TAM","NOR",27,36,"False","dome","sportturf",72,45,0,-4.5,"TAM",49,2021-10-31
"202110310nyj","NYJ","CIN",3,2,2,2,2,2,0,0,1,0,"Matt Ammendola",8,8,8,"CIN","NYJ",31,34,"False","outdoors","fieldturf ",63,67,11,-11,"CIN",43,2021-10-31
"202110310nyj","CIN","NYJ",1,1,4,4,1,1,0,0,0,0,"Evan McPherson",7,7,7,"CIN","NYJ",31,34,"False","outdoors","fieldturf ",63,67,11,-11,"CIN",43,2021-10-31
"202110310sdg","NWE","LAC",4,4,1,1,2,2,2,2,0,0,"Nick Folk",15,15,15,"NWE","LAC",27,24,"False","dome","matrixturf",72,45,0,-4.5,"LAC",49.5,2021-10-31
"202110310sdg","LAC","NWE",1,1,3,3,0,0,1,1,0,0,"Dustin Hopkins",7,7,7,"NWE","LAC",27,24,"False","dome","matrixturf",72,45,0,-4.5,"LAC",49.5,2021-10-31
"202110310sea","0","0",0,0,1,1,0,0,0,0,0,0,"Matthew Wright",1,1,1,"JAX","SEA",7,31,"False","outdoors","fieldturf ",54,45,8,-3.5,"SEA",44.5,2021-10-31
"202110310sea","SEA","JAX",1,1,4,4,1,1,0,0,0,0,"Jason Myers",7,7,7,"JAX","SEA",7,31,"False","outdoors","fieldturf ",54,45,8,-3.5,"SEA",44.5,2021-10-31
"202111010kan","KAN","NYG",2,2,2,2,2,2,0,0,0,0,"Harrison Butker",8,8,8,"NYG","KAN",17,20,"False","outdoors","grass ",39,89,4,-10,"KAN",52,2021-11-01
"202111010kan","NYG","KAN",1,1,2,2,1,1,0,0,0,0,"Graham Gano",5,5,5,"NYG","KAN",17,20,"False","outdoors","grass ",39,89,4,-10,"KAN",52,2021-11-01
"202111040clt","NYJ","IND",1,1,3,3,0,0,0,0,0,0,"Matt Ammendola",3,3,3,"NYJ","IND",30,45,"False","retractable roof (closed)","fieldturf ",72,45,0,-10.5,"IND",46,2021-11-04
"202111040clt","IND","NYJ",1,1,6,6,1,1,0,0,0,0,"Michael Badgley",9,9,9,"NYJ","IND",30,45,"False","retractable roof (closed)","fieldturf ",72,45,0,-10.5,"IND",46,2021-11-04
"202111070car","CAR","NWE",2,2,0,0,1,1,1,1,0,0,"Zane Gonzalez",7,7,7,"NWE","CAR",24,6,"False","outdoors","grass ",61,35,16,-3.5,"NWE",41,2021-11-07
"202111070car","NWE","CAR",2,1,3,3,1,1,0,0,1,0,"Nick Folk",6,6,6,"NWE","CAR",24,6,"False","outdoors","grass ",61,35,16,-3.5,"NWE",41,2021-11-07
"202111070cin","CIN","CLE",1,1,1,1,1,1,0,0,0,0,"Evan McPherson",4,4,4,"CLE","CIN",41,16,"False","outdoors","fieldturf ",56,47,0,-2.5,"CIN",47.5,2021-11-07
"202111070cin","CLE","CIN",3,2,5,5,2,2,1,0,0,0,"Chase McLaughlin",11,11,11,"CLE","CIN",41,16,"False","outdoors","fieldturf ",56,47,0,-2.5,"CIN",47.5,2021-11-07
"202111070dal","DEN","DAL",4,3,2,1,1,1,1,1,2,1,"Brandon McManus",13,13,13,"DEN","DAL",30,16,"False","retractable roof (closed)","matrixturf",72,45,0,-10,"DAL",48.5,2021-11-07
"202111070jax","BUF","JAX",2,2,0,0,1,1,1,1,0,0,"Tyler Bass",7,7,7,"BUF","JAX",6,9,"False","outdoors","grass ",59,75,16,-14.5,"BUF",48.5,2021-11-07
"202111070jax","JAX","BUF",4,3,0,0,2,2,1,0,1,1,"Matthew Wright",11,11,11,"BUF","JAX",6,9,"False","outdoors","grass ",59,75,16,-14.5,"BUF",48.5,2021-11-07
"202111070kan","GNB","KAN",2,0,1,1,1,0,1,0,0,0,"Mason Crosby",1,1,1,"GNB","KAN",7,13,"False","outdoors","grass ",51,74,12,-7.5,"KAN",48,2021-11-07
"202111070kan","KAN","GNB",2,2,1,1,1,1,0,0,1,1,"Harrison Butker",9,9,9,"GNB","KAN",7,13,"False","outdoors","grass ",51,74,12,-7.5,"KAN",48,2021-11-07
"202111070mia","HOU","MIA",3,3,0,0,2,2,1,1,0,0,"Ka'imi Fairbairn",10,10,10,"HOU","MIA",9,17,"False","outdoors","grass ",72,57,19,-5.5,"MIA",46.5,2021-11-07
"202111070mia","MIA","HOU",1,1,2,2,0,0,0,0,0,0,"Jason Sanders",2,2,2,"HOU","MIA",9,17,"False","outdoors","grass ",72,57,19,-5.5,"MIA",46.5,2021-11-07
"202111070nor","NOR","ATL",2,2,1,1,1,1,0,0,1,1,"Brian Johnson",9,9,9,"ATL","NOR",27,25,"False","dome","sportturf",72,45,0,-6,"NOR",41.5,2021-11-07
"202111070nor","ATL","NOR",2,2,3,3,2,2,0,0,0,0,"Younghoe Koo",9,9,9,"ATL","NOR",27,25,"False","dome","sportturf",72,45,0,-6,"NOR",41.5,2021-11-07
"202111070nyg","NYG","LVR",3,3,2,2,0,0,0,0,0,0,"Graham Gano",2,2,2,"LVR","NYG",16,23,"False","outdoors","fieldturf ",54,38,4,-3,"LVR",46.5,2021-11-07
"202111070nyg","LVR","NYG",4,3,1,1,4,3,0,0,0,0,"Daniel Carlson",10,10,10,"LVR","NYG",16,23,"False","outdoors","fieldturf ",54,38,4,-3,"LVR",46.5,2021-11-07
"202111070phi","LAC","PHI",2,2,2,1,2,2,0,0,0,0,"Dustin Hopkins",7,7,7,"LAC","PHI",27,24,"False","outdoors","grass ",54,37,11,-1.5,"LAC",49,2021-11-07
"202111070phi","0","0",0,1,3,3,1,1,0,0,0,0,"Jake Elliott",6,6,6,"LAC","PHI",27,24,"False","outdoors","grass ",54,37,11,-1.5,"LAC",49,2021-11-07
"202111070ram","0","0",0,0,4,4,0,0,0,0,0,0,"Randy Bullock",4,4,4,"TEN","LAR",28,16,"False","dome","matrixturf",72,45,0,-7.5,"LAR",52.5,2021-11-07
"202111070ram","LAR","TEN",3,3,1,1,0,0,0,0,0,0,"Matt Gay",1,1,1,"TEN","LAR",28,16,"False","dome","matrixturf",72,45,0,-7.5,"LAR",52.5,2021-11-07
"202111070rav","BAL","MIN",2,2,4,4,2,2,0,0,0,0,"Justin Tucker",10,10,10,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070rav","MIN","BAL",1,1,4,4,0,0,0,0,0,0,"Greg Joseph",4,4,4,"MIN","BAL",31,34,"True","outdoors","grass",56,37,8,-6,"BAL",50.5,2021-11-07
"202111070sfo","SFO","ARI",1,1,2,2,0,0,0,0,0,0,"Robbie Gould",2,2,2,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111070sfo","ARI","SFO",1,1,4,4,1,1,0,0,0,0,"Matt Prater",7,7,7,"ARI","SFO",31,17,"False","outdoors","grass",57,74,8,-3.5,"SFO",45,2021-11-07
"202111080pit","CHI","PIT",3,2,3,3,2,2,0,0,1,0,"Cairo Santos",9,9,9,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111080pit","PIT","CHI",3,3,3,2,0,0,1,1,2,2,"Chris Boswell",16,16,16,"CHI","PIT",27,29,"False","outdoors","grass ",55,51,7,-6.5,"PIT",38.5,2021-11-08
"202111110mia","MIA","BAL",3,3,1,1,0,0,0,0,0,0,"Jason Sanders",1,1,1,"BAL","MIA",10,22,"False","outdoors","grass ",77,85,4,-7.5,"BAL",46.5,2021-11-11
"202111110mia","BAL","MIA",2,1,1,1,0,0,2,1,0,0,"Justin Tucker",5,5,5,"BAL","MIA",10,22,"False","outdoors","grass ",77,85,4,-7.5,"BAL",46.5,2021-11-11
"202111140clt","JAX","IND",2,1,1,0,0,0,0,0,0,0,"Matthew Wright",0,0,0,"JAX","IND",17,23,"False","retractable roof (closed)","fieldturf ",72,45,0,-10,"IND",47.5,2021-11-14
"202111140clt","IND","JAX",3,3,2,2,3,3,0,0,0,0,"Michael Badgley",11,11,11,"JAX","IND",17,23,"False","retractable roof (closed)","fieldturf ",72,45,0,-10,"IND",47.5,2021-11-14
"202111140crd","ARI","CAR",1,1,1,1,0,0,1,1,0,0,"Matt Prater",5,5,5,"CAR","ARI",34,10,"False","retractable roof (closed)","grass ",72,45,0,-10.5,"ARI",43,2021-11-14
"202111140crd","CAR","ARI",4,4,2,2,0,0,0,0,0,0,"Zane Gonzalez",2,2,2,"CAR","ARI",34,10,"False","retractable roof (closed)","grass ",72,45,0,-10.5,"ARI",43,2021-11-14
"202111140dal","ATL","DAL",1,1,0,0,1,1,0,0,0,0,"Younghoe Koo",3,3,3,"ATL","DAL",3,43,"False","retractable roof (closed)","matrixturf",72,45,0,-8,"DAL",55,2021-11-14
"202111140dal","0","0",0,0,5,5,0,0,0,0,0,0,"Lirim Hajrullahu",5,5,5,"ATL","DAL",3,43,"False","retractable roof (closed)","matrixturf",72,45,0,-8,"DAL",55,2021-11-14
"202111140den","DEN","PHI",3,2,1,1,3,2,0,0,0,0,"Brandon McManus",7,7,7,"PHI","DEN",30,13,"False","outdoors","grass ",57,27,19,-2,"DEN",46,2021-11-14
"202111140den","0","0",0,3,3,3,2,2,0,0,1,1,"Jake Elliott",14,14,14,"PHI","DEN",30,13,"False","outdoors","grass ",57,27,19,-2,"DEN",46,2021-11-14
"202111140gnb","GNB","SEA",2,1,2,2,1,1,1,0,0,0,"Mason Crosby",5,5,5,"SEA","GNB",0,17,"False","outdoors","grass ",35,78,11,-3.5,"GNB",49.5,2021-11-14
"202111140nwe","0","0",0,0,1,1,0,0,0,0,0,0,"Chase McLaughlin",1,1,1,"CLE","NWE",7,45,"False","outdoors","fieldturf ",48,54,6,-2.5,"NWE",45,2021-11-14
"202111140nwe","NWE","CLE",1,1,6,6,1,1,0,0,0,0,"Nick Folk",9,9,9,"CLE","NWE",7,45,"False","outdoors","fieldturf ",48,54,6,-2.5,"NWE",45,2021-11-14
"202111140nyj","BUF","NYJ",1,1,6,6,1,1,0,0,0,0,"Tyler Bass",9,9,9,"BUF","NYJ",45,17,"False","outdoors","fieldturf ",47,56,4,-13,"BUF",47.5,2021-11-14
"202111140nyj","NYJ","BUF",1,1,2,2,0,0,1,1,0,0,"Matt Ammendola",6,6,6,"BUF","NYJ",45,17,"False","outdoors","fieldturf ",47,56,4,-13,"BUF",47.5,2021-11-14
"202111140oti","NOR","TEN",1,1,2,0,0,0,0,0,0,0,"Brian Johnson",0,0,0,"NOR","TEN",21,23,"False","outdoors","grass ",53,48,12,-3,"TEN",44,2021-11-14
"202111140oti","TEN","NOR",3,3,2,2,3,3,0,0,0,0,"Randy Bullock",11,11,11,"NOR","TEN",21,23,"False","outdoors","grass ",53,48,12,-3,"TEN",44,2021-11-14
"202111140pit","PIT","DET",3,3,1,1,2,2,0,0,1,1,"Chris Boswell",12,12,12,"DET","PIT",16,16,"True","outdoors","grass ",37,72,12,-6,"PIT",41,2021-11-14
"202111140pit","DET","PIT",2,1,2,1,1,1,1,0,0,0,"Ryan Santoso",4,4,4,"DET","PIT",16,16,"True","outdoors","grass ",37,72,12,-6,"PIT",41,2021-11-14
"202111140rai","KAN","LVR",3,2,5,5,0,0,0,0,0,0,"Harrison Butker",5,5,5,"KAN","LVR",41,14,"False","dome","grass",72,45,0,-2.5,"KAN",52,2021-11-14
"202111140rai","0","0",0,0,2,2,0,0,0,0,0,0,"Daniel Carlson",2,2,2,"KAN","LVR",41,14,"False","dome","grass",72,45,0,-2.5,"KAN",52,2021-11-14
"202111140sdg","MIN","LAC",2,2,3,3,1,1,1,1,0,0,"Greg Joseph",10,10,10,"MIN","LAC",27,20,"False","dome","matrixturf",72,45,0,-3,"LAC",53.5,2021-11-14
"202111140sdg","LAC","MIN",2,2,2,2,1,1,1,1,0,0,"Dustin Hopkins",9,9,9,"MIN","LAC",27,20,"False","dome","matrixturf",72,45,0,-3,"LAC",53.5,2021-11-14
"202111140was","TAM","WAS",2,2,2,1,2,2,0,0,0,0,"Ryan Succop",7,7,7,"TAM","WAS",19,29,"False","outdoors","grass ",47,40,8,-9.5,"TAM",51,2021-11-14
"202111140was","WAS","TAM",3,3,2,2,2,2,1,1,0,0,"Joey Slye",12,12,12,"TAM","WAS",19,29,"False","outdoors","grass ",47,40,8,-9.5,"TAM",51,2021-11-14
"202111150sfo","SFO","LAR",1,1,4,4,0,0,0,0,0,0,"Robbie Gould",4,4,4,"LAR","SFO",10,31,"False","outdoors","grass",59,88,0,-4,"LAR",49.5,2021-11-15
"202111150sfo","LAR","SFO",1,1,1,1,1,1,0,0,0,0,"Matt Gay",4,4,4,"LAR","SFO",10,31,"False","outdoors","grass",59,88,0,-4,"LAR",49.5,2021-11-15
"202111180atl","ATL","NWE",1,0,0,0,0,0,0,0,1,0,"Younghoe Koo",0,0,0,"NWE","ATL",25,0,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"NWE",47,2021-11-18
"202111180atl","NWE","ATL",4,4,2,1,2,2,1,1,1,1,"Nick Folk",16,16,16,"NWE","ATL",25,0,"False","retractable roof (closed)","fieldturf",72,45,0,-7,"NWE",47,2021-11-18
"202111210buf","IND","BUF",2,2,5,5,2,2,0,0,0,0,"Michael Badgley",11,11,11,"IND","BUF",41,15,"False","outdoors","a_turf",49,48,12,-7,"BUF",49.5,2021-11-21
"202111210buf","BUF","IND",2,0,1,1,0,0,0,0,0,0,"Tyler Bass",1,1,1,"IND","BUF",41,15,"False","outdoors","a_turf",49,48,12,-7,"BUF",49.5,2021-11-21
"202111210car","0","0",0,0,3,3,0,0,0,0,0,0,"Zane Gonzalez",3,3,3,"WAS","CAR",27,21,"False","outdoors","grass ",54,50,0,-3.5,"CAR",43,2021-11-21
"202111210car","WAS","CAR",2,2,3,3,2,2,0,0,0,0,"Joey Slye",9,9,9,"WAS","CAR",27,21,"False","outdoors","grass ",54,50,0,-3.5,"CAR",43,2021-11-21
